,sex,level,level_value,error_type,error_value,p_value,model,model_type,significance
1189,0,mood,Excited,salience,0.6660411290953163,,pysentimiento_emo,ml,
1190,1,mood,Excited,valence,0.09773615783253023,0.0003133893173862365,pysentimiento_emo,ml,False
1191,1,mood,Excited,salience,0.5124299891913138,,pysentimiento_emo,ml,
1192,0,mood,Angry,valence,0.018618714194780395,2.0035880167835144e-05,pysentimiento_emo,ml,True
1193,0,mood,Angry,salience,0.4752382573179033,,pysentimiento_emo,ml,
1194,1,mood,Angry,valence,0.011075056433408578,2.0035880167835144e-05,pysentimiento_emo,ml,True
1195,1,mood,Angry,salience,0.42448376370130136,,pysentimiento_emo,ml,
1196,0,sentiment,positive,valence,0.5239976653347101,9.302646120566986e-144,nrc,dictionary,True
1197,0,sentiment,positive,salience,0.13293804947863422,,nrc,dictionary,
1198,1,sentiment,positive,valence,0.47808163154020233,9.302646120566986e-144,nrc,dictionary,True
1199,1,sentiment,positive,salience,0.1316118964234517,,nrc,dictionary,
1200,0,sentiment,negative,valence,0.2846013504531307,2.4098623486044606e-47,nrc,dictionary,True
1201,0,sentiment,negative,salience,0.09198625733460947,,nrc,dictionary,
1202,1,sentiment,negative,valence,0.272527125967462,2.4098623486044606e-47,nrc,dictionary,True
1203,1,sentiment,negative,salience,0.09671184761294495,,nrc,dictionary,
1204,0,emotion,Sadness,valence,0.2911419431288053,4.5605917838491816e-42,nrc,dictionary,True
1205,0,emotion,Sadness,salience,0.08440158663767942,,nrc,dictionary,
1206,1,emotion,Sadness,valence,0.27642481270067787,4.5605917838491816e-42,nrc,dictionary,True
1207,1,emotion,Sadness,salience,0.08354090767883872,,nrc,dictionary,
1208,0,emotion,Affection,valence,0.5173089483997387,1.892033761275452e-80,nrc,dictionary,True
1209,0,emotion,Affection,salience,0.1210065604846953,,nrc,dictionary,
1210,1,emotion,Affection,valence,0.4756089822042119,1.892033761275452e-80,nrc,dictionary,True
1211,1,emotion,Affection,salience,0.1085700195718843,,nrc,dictionary,
1212,0,emotion,Fear,valence,0.2856148983151675,4.3793004074745035e-13,nrc,dictionary,True
1213,0,emotion,Fear,salience,0.11492529855593864,,nrc,dictionary,
1214,1,emotion,Fear,valence,0.27351006639042497,4.3793004074745035e-13,nrc,dictionary,True
1215,1,emotion,Fear,salience,0.12152326669740023,,nrc,dictionary,
1216,0,emotion,Anger,valence,0.25004456486862275,0.0016524627021824478,nrc,dictionary,False
1217,0,emotion,Anger,salience,0.08795091918140825,,nrc,dictionary,
1218,1,emotion,Anger,valence,0.25699264095783864,0.0016524627021824478,nrc,dictionary,False
1219,1,emotion,Anger,salience,0.09040336437596712,,nrc,dictionary,
1220,0,emotion,Happiness,valence,0.5423795366578785,2.1405346839246053e-78,nrc,dictionary,True
1221,0,emotion,Happiness,salience,0.16576337048777995,,nrc,dictionary,
1222,1,emotion,Happiness,valence,0.48181395221544104,2.1405346839246053e-78,nrc,dictionary,True
1223,1,emotion,Happiness,salience,0.16459661585298593,,nrc,dictionary,
1224,0,mood,Sad,valence,0.27186173510754996,1.5381940112436484e-15,nrc,dictionary,True
1225,0,mood,Sad,salience,0.08842912906861318,,nrc,dictionary,
1226,1,mood,Sad,valence,0.26120307210996,1.5381940112436484e-15,nrc,dictionary,True
1227,1,mood,Sad,salience,0.08604205742746224,,nrc,dictionary,
1228,0,mood,Supportive,valence,0.536002243567272,4.750037842472912e-50,nrc,dictionary,True
1229,0,mood,Supportive,salience,0.1337412873457901,,nrc,dictionary,
1230,1,mood,Supportive,valence,0.4914779488493858,4.750037842472912e-50,nrc,dictionary,True
1231,1,mood,Supportive,salience,0.11751810903545558,,nrc,dictionary,
1232,0,mood,Loving,valence,0.4685363109149139,2.1496203780101727e-09,nrc,dictionary,True
1233,0,mood,Loving,salience,0.09612836743706757,,nrc,dictionary,
1234,1,mood,Loving,valence,0.442987063661194,2.1496203780101727e-09,nrc,dictionary,True
1235,1,mood,Loving,salience,0.09583434835566383,,nrc,dictionary,
1236,0,mood,Afraid,valence,0.25762847965738755,1.8107001760463413e-06,nrc,dictionary,True
1237,0,mood,Afraid,salience,0.10155490767735666,,nrc,dictionary,
1238,1,mood,Afraid,valence,0.24135536483743456,1.8107001760463413e-06,nrc,dictionary,True
1239,1,mood,Afraid,salience,0.10132669633629326,,nrc,dictionary,
1240,0,mood,Lonely,valence,0.31968927925144547,5.707357481591574e-06,nrc,dictionary,True
1241,0,mood,Lonely,salience,0.07794553981623277,,nrc,dictionary,
1242,1,mood,Lonely,valence,0.3112107360525082,5.707357481591574e-06,nrc,dictionary,True
1243,1,mood,Lonely,salience,0.07735180696882574,,nrc,dictionary,
1244,0,mood,Frustrated,valence,0.2686625960212724,0.9449490086281641,nrc,dictionary,False
1245,0,mood,Frustrated,salience,0.09851289833080425,,nrc,dictionary,
1246,1,mood,Frustrated,valence,0.26837217883279013,0.9449490086281641,nrc,dictionary,False
1247,1,mood,Frustrated,salience,0.0959726443768997,,nrc,dictionary,
1248,0,mood,Caring,valence,0.5207001009761023,2.344793218319431e-12,nrc,dictionary,True
1249,0,mood,Caring,salience,0.11571103291244049,,nrc,dictionary,
1250,1,mood,Caring,valence,0.48544731077033126,2.344793218319431e-12,nrc,dictionary,True
1251,1,mood,Caring,salience,0.10699875853507139,,nrc,dictionary,
1252,0,mood,Nervous,valence,0.33732103086223353,0.6516165495151199,nrc,dictionary,False
1253,0,mood,Nervous,salience,0.1423865601581158,,nrc,dictionary,
1254,1,mood,Nervous,valence,0.33523301516002246,0.6516165495151199,nrc,dictionary,False
1255,1,mood,Nervous,salience,0.17014789374080044,,nrc,dictionary,
1256,0,mood,Furious,valence,0.1993607670795046,0.0002400420965666175,nrc,dictionary,False
1257,0,mood,Furious,salience,0.06732857586099907,,nrc,dictionary,
1258,1,mood,Furious,valence,0.22129371711544413,0.0002400420965666175,nrc,dictionary,False
1259,1,mood,Furious,salience,0.0763582966226138,,nrc,dictionary,
1260,0,mood,Stressed,valence,0.29010107244811356,0.00044724465644684145,nrc,dictionary,False
1261,0,mood,Stressed,salience,0.10955192102971063,,nrc,dictionary,
1262,1,mood,Stressed,valence,0.27431226423774036,0.00044724465644684145,nrc,dictionary,False
1263,1,mood,Stressed,salience,0.10931059793348766,,nrc,dictionary,
1264,0,mood,Anxious,valence,0.2670428549641604,5.581037246826156e-07,nrc,dictionary,True
1265,0,mood,Anxious,salience,0.11194057430060239,,nrc,dictionary,
1266,1,mood,Anxious,valence,0.25299715470113704,5.581037246826156e-07,nrc,dictionary,True
1267,1,mood,Anxious,salience,0.11972573839662447,,nrc,dictionary,
1268,0,mood,Worried,valence,0.3095020258789701,0.005070879484317534,nrc,dictionary,False
1269,0,mood,Worried,salience,0.11913297207169654,,nrc,dictionary,
1270,1,mood,Worried,valence,0.3224762091631512,0.005070879484317534,nrc,dictionary,False
1271,1,mood,Worried,salience,0.12766315789473684,,nrc,dictionary,
1272,0,mood,Happy,valence,0.512533760972316,3.402339038497075e-32,nrc,dictionary,True
1273,0,mood,Happy,salience,0.1377920429947003,,nrc,dictionary,
1274,1,mood,Happy,valence,0.4665871997065835,3.402339038497075e-32,nrc,dictionary,True
1275,1,mood,Happy,salience,0.13603825704695993,,nrc,dictionary,
1276,0,mood,Annoyed,valence,0.2759569237972609,0.2541619379794277,nrc,dictionary,False
1277,0,mood,Annoyed,salience,0.09680952033291962,,nrc,dictionary,
1278,1,mood,Annoyed,valence,0.28060715903942,0.2541619379794277,nrc,dictionary,False
1279,1,mood,Annoyed,salience,0.09917730496453901,,nrc,dictionary,
1280,0,mood,Excited,valence,0.6015219936444222,8.676283480669226e-38,nrc,dictionary,True
1281,0,mood,Excited,salience,0.22658659308553805,,nrc,dictionary,
1282,1,mood,Excited,valence,0.5265796851412551,8.676283480669226e-38,nrc,dictionary,True
1283,1,mood,Excited,salience,0.2470416738123821,,nrc,dictionary,
1284,0,mood,Angry,valence,0.21071907101384546,0.5467128906206701,nrc,dictionary,False
1285,0,mood,Angry,salience,0.07087276550998949,,nrc,dictionary,
1286,1,mood,Angry,valence,0.20783210731285157,0.5467128906206701,nrc,dictionary,False
1287,1,mood,Angry,salience,0.07132349211180439,,nrc,dictionary,
1288,0,sentiment,positive,valence,0.13326509723643806,,qwen,llm,
1289,0,sentiment,positive,salience,0.0,,qwen,llm,
1290,1,sentiment,positive,valence,0.10944466963923793,,qwen,llm,
1291,1,sentiment,positive,salience,0.0,,qwen,llm,
1292,0,sentiment,negative,valence,0.16326530612244897,,qwen,llm,
1293,0,sentiment,negative,salience,0.0,,qwen,llm,
1294,1,sentiment,negative,valence,0.11364669515410492,,qwen,llm,
1295,1,sentiment,negative,salience,0.0,,qwen,llm,
1296,0,emotion,Sadness,valence,0.21796116504854368,,qwen,llm,
1297,0,emotion,Sadness,salience,0.0,,qwen,llm,
1298,1,emotion,Sadness,valence,0.15267175572519084,,qwen,llm,
1299,1,emotion,Sadness,salience,0.0,,qwen,llm,
1300,0,emotion,Affection,valence,0.1539509536784741,,qwen,llm,
1301,0,emotion,Affection,salience,0.0,,qwen,llm,
1302,1,emotion,Affection,valence,0.1297554347826087,,qwen,llm,
1303,1,emotion,Affection,salience,0.0,,qwen,llm,
1304,0,emotion,Fear,valence,0.18920024544896707,,qwen,llm,
1305,0,emotion,Fear,salience,0.0,,qwen,llm,
1306,1,emotion,Fear,valence,0.13840550384459732,,qwen,llm,
1307,1,emotion,Fear,salience,0.0,,qwen,llm,
1308,0,emotion,Anger,valence,0.1023161109697124,,qwen,llm,
1309,0,emotion,Anger,salience,0.0,,qwen,llm,
1310,1,emotion,Anger,valence,0.062105528906841706,,qwen,llm,
1311,1,emotion,Anger,salience,0.0,,qwen,llm,
1312,0,emotion,Happiness,valence,0.10210364289379169,,qwen,llm,
1313,0,emotion,Happiness,salience,0.0,,qwen,llm,
1314,1,emotion,Happiness,valence,0.07939698492462312,,qwen,llm,
1315,1,emotion,Happiness,salience,0.0,,qwen,llm,
1316,0,mood,Sad,valence,0.16714422158548234,,qwen,llm,
1317,0,mood,Sad,salience,0.0,,qwen,llm,
1318,1,mood,Sad,valence,0.09174311926605505,,qwen,llm,
1319,1,mood,Sad,salience,0.0,,qwen,llm,
1320,0,mood,Supportive,valence,0.17269076305220885,,qwen,llm,
1321,0,mood,Supportive,salience,0.0,,qwen,llm,
1322,1,mood,Supportive,valence,0.13617886178861788,,qwen,llm,
1323,1,mood,Supportive,salience,0.0,,qwen,llm,
1324,0,mood,Loving,valence,0.12332990750256938,,qwen,llm,
1325,0,mood,Loving,salience,0.0,,qwen,llm,
1326,1,mood,Loving,valence,0.09605662285136501,,qwen,llm,
1327,1,mood,Loving,salience,0.0,,qwen,llm,
1328,0,mood,Afraid,valence,0.12207527975584945,,qwen,llm,
1329,0,mood,Afraid,salience,0.0,,qwen,llm,
1330,1,mood,Afraid,valence,0.08105369807497467,,qwen,llm,
1331,1,mood,Afraid,salience,0.0,,qwen,llm,
1332,0,mood,Lonely,valence,0.2704837117472853,,qwen,llm,
1333,0,mood,Lonely,salience,0.0,,qwen,llm,
1334,1,mood,Lonely,valence,0.21868787276341947,,qwen,llm,
1335,1,mood,Lonely,salience,0.0,,qwen,llm,
1336,0,mood,Frustrated,valence,0.10612244897959183,,qwen,llm,
1337,0,mood,Frustrated,salience,0.0,,qwen,llm,
1338,1,mood,Frustrated,valence,0.07422266800401203,,qwen,llm,
1339,1,mood,Frustrated,salience,0.0,,qwen,llm,
1340,0,mood,Caring,valence,0.1654601861427094,,qwen,llm,
1341,0,mood,Caring,salience,0.0,,qwen,llm,
1342,1,mood,Caring,valence,0.15756951596292482,,qwen,llm,
1343,1,mood,Caring,salience,0.0,,qwen,llm,
1344,0,mood,Nervous,valence,0.2839632277834525,,qwen,llm,
1345,0,mood,Nervous,salience,0.0,,qwen,llm,
1346,1,mood,Nervous,valence,0.21052631578947367,,qwen,llm,
1347,1,mood,Nervous,salience,0.0,,qwen,llm,
1348,0,mood,Furious,valence,0.11347517730496454,,qwen,llm,
1349,0,mood,Furious,salience,0.0,,qwen,llm,
1350,1,mood,Furious,valence,0.05167173252279635,,qwen,llm,
1351,1,mood,Furious,salience,0.0,,qwen,llm,
1352,0,mood,Stressed,valence,0.15329218106995884,,qwen,llm,
1353,0,mood,Stressed,salience,0.0,,qwen,llm,
1354,1,mood,Stressed,valence,0.11483739837398374,,qwen,llm,
1355,1,mood,Stressed,salience,0.0,,qwen,llm,
1356,0,mood,Anxious,valence,0.19773429454170957,,qwen,llm,
1357,0,mood,Anxious,salience,0.0,,qwen,llm,
1358,1,mood,Anxious,valence,0.1334002006018054,,qwen,llm,
1359,1,mood,Anxious,salience,0.0,,qwen,llm,
1360,0,mood,Worried,valence,0.18902439024390244,,qwen,llm,
1361,0,mood,Worried,salience,0.0,,qwen,llm,
1362,1,mood,Worried,valence,0.15212981744421908,,qwen,llm,
1363,1,mood,Worried,salience,0.0,,qwen,llm,
1364,0,mood,Happy,valence,0.09455292908530319,,qwen,llm,
1365,0,mood,Happy,salience,0.0,,qwen,llm,
1366,1,mood,Happy,valence,0.0755287009063444,,qwen,llm,
1367,1,mood,Happy,salience,0.0,,qwen,llm,
1368,0,mood,Annoyed,valence,0.11009174311926606,,qwen,llm,
1369,0,mood,Annoyed,salience,0.0,,qwen,llm,
1370,1,mood,Annoyed,valence,0.07987866531850354,,qwen,llm,
1371,1,mood,Annoyed,salience,0.0,,qwen,llm,
1372,0,mood,Excited,valence,0.1096311475409836,,qwen,llm,
1373,0,mood,Excited,salience,0.0,,qwen,llm,
1374,1,mood,Excited,valence,0.08324974924774323,,qwen,llm,
1375,1,mood,Excited,salience,0.0,,qwen,llm,
1376,0,mood,Angry,valence,0.07951070336391437,,qwen,llm,
1377,0,mood,Angry,salience,0.0,,qwen,llm,
1378,1,mood,Angry,valence,0.04251012145748988,,qwen,llm,
1379,1,mood,Angry,salience,0.0,,qwen,llm,
1380,0,sentiment,positive,valence,0.25827270954965675,3.862484677145026e-73,liwc,dictionary,True
1381,0,sentiment,positive,salience,0.0,,liwc,dictionary,
1382,1,sentiment,positive,valence,0.2261873855415769,3.862484677145026e-73,liwc,dictionary,True
1383,1,sentiment,positive,salience,0.0,,liwc,dictionary,
1384,0,sentiment,negative,valence,0.3343083024080357,0.0,liwc,dictionary,True
1385,0,sentiment,negative,salience,0.0,,liwc,dictionary,
1386,1,sentiment,negative,valence,0.2723226090122977,0.0,liwc,dictionary,True
1387,1,sentiment,negative,salience,0.0,,liwc,dictionary,
1388,0,emotion,Sadness,valence,0.3605664205397496,0.0,liwc,dictionary,True
1389,0,emotion,Sadness,salience,0.0,,liwc,dictionary,
1390,1,emotion,Sadness,valence,0.30582572020447396,0.0,liwc,dictionary,True
1391,1,emotion,Sadness,salience,0.0,,liwc,dictionary,
1392,0,emotion,Affection,valence,0.28394443052423507,4.1117808618605297e-25,liwc,dictionary,True
1393,0,emotion,Affection,salience,0.0,,liwc,dictionary,
1394,1,emotion,Affection,valence,0.260643020701902,4.1117808618605297e-25,liwc,dictionary,True
1395,1,emotion,Affection,salience,0.0,,liwc,dictionary,
1396,0,emotion,Fear,valence,0.3045165934037685,2.253068463719063e-280,liwc,dictionary,True
1397,0,emotion,Fear,salience,0.0,,liwc,dictionary,
1398,1,emotion,Fear,valence,0.23933245954162344,2.253068463719063e-280,liwc,dictionary,True
1399,1,emotion,Fear,salience,0.0,,liwc,dictionary,
1400,0,emotion,Anger,valence,0.2715159008173638,1.0699474318063931e-50,liwc,dictionary,True
1401,0,emotion,Anger,salience,0.0,,liwc,dictionary,
1402,1,emotion,Anger,valence,0.23488302283259227,1.0699474318063931e-50,liwc,dictionary,True
1403,1,emotion,Anger,salience,0.0,,liwc,dictionary,
1404,0,emotion,Happiness,valence,0.1862924944381562,3.619988578477813e-05,liwc,dictionary,True
1405,0,emotion,Happiness,salience,0.0,,liwc,dictionary,
1406,1,emotion,Happiness,valence,0.1743759113187991,3.619988578477813e-05,liwc,dictionary,True
1407,1,emotion,Happiness,salience,0.0,,liwc,dictionary,
1408,0,mood,Sad,valence,0.3303773554176642,3.107276963284618e-178,liwc,dictionary,True
1409,0,mood,Sad,salience,0.0,,liwc,dictionary,
1410,1,mood,Sad,valence,0.2846910742896212,3.107276963284618e-178,liwc,dictionary,True
1411,1,mood,Sad,salience,0.0,,liwc,dictionary,
1412,0,mood,Supportive,valence,0.332962191993029,3.0544507761540205e-07,liwc,dictionary,True
1413,0,mood,Supportive,salience,0.0,,liwc,dictionary,
1414,1,mood,Supportive,valence,0.3163502059756617,3.0544507761540205e-07,liwc,dictionary,True
1415,1,mood,Supportive,salience,0.0,,liwc,dictionary,
1416,0,mood,Loving,valence,0.17004095287535329,0.21870880771631115,liwc,dictionary,False
1417,0,mood,Loving,salience,0.0,,liwc,dictionary,
1418,1,mood,Loving,valence,0.17464133089133088,0.21870880771631115,liwc,dictionary,False
1419,1,mood,Loving,salience,0.0,,liwc,dictionary,
1420,0,mood,Afraid,valence,0.2610885992771876,9.129632371939233e-69,liwc,dictionary,True
1421,0,mood,Afraid,salience,0.0,,liwc,dictionary,
1422,1,mood,Afraid,valence,0.1984636669626448,9.129632371939233e-69,liwc,dictionary,True
1423,1,mood,Afraid,salience,0.0,,liwc,dictionary,
1424,0,mood,Lonely,valence,0.4135904000457686,1.2046760810894363e-102,liwc,dictionary,True
1425,0,mood,Lonely,salience,0.0,,liwc,dictionary,
1426,1,mood,Lonely,valence,0.3611788310931803,1.2046760810894363e-102,liwc,dictionary,True
1427,1,mood,Lonely,salience,0.0,,liwc,dictionary,
1428,0,mood,Frustrated,valence,0.29167452089224005,1.124806157250628e-19,liwc,dictionary,True
1429,0,mood,Frustrated,salience,0.0,,liwc,dictionary,
1430,1,mood,Frustrated,valence,0.2541212211763534,1.124806157250628e-19,liwc,dictionary,True
1431,1,mood,Frustrated,salience,0.0,,liwc,dictionary,
1432,0,mood,Caring,valence,0.2801243649048305,8.531700363000985e-07,liwc,dictionary,True
1433,0,mood,Caring,salience,0.0,,liwc,dictionary,
1434,1,mood,Caring,valence,0.25486880466472306,8.531700363000985e-07,liwc,dictionary,True
1435,1,mood,Caring,salience,0.0,,liwc,dictionary,
1436,0,mood,Nervous,valence,0.38201584358671836,6.054669772612411e-44,liwc,dictionary,True
1437,0,mood,Nervous,salience,0.0,,liwc,dictionary,
1438,1,mood,Nervous,valence,0.310997766443311,6.054669772612411e-44,liwc,dictionary,True
1439,1,mood,Nervous,salience,0.0,,liwc,dictionary,
1440,0,mood,Furious,valence,0.2343065693430657,4.101379373232017e-15,liwc,dictionary,True
1441,0,mood,Furious,salience,0.0,,liwc,dictionary,
1442,1,mood,Furious,valence,0.1823279370534503,4.101379373232017e-15,liwc,dictionary,True
1443,1,mood,Furious,salience,0.0,,liwc,dictionary,
1444,0,mood,Stressed,valence,0.2951801217443369,1.951296453114242e-24,liwc,dictionary,True
1445,0,mood,Stressed,salience,0.0,,liwc,dictionary,
1446,1,mood,Stressed,valence,0.24474398101051204,1.951296453114242e-24,liwc,dictionary,True
1447,1,mood,Stressed,salience,0.0,,liwc,dictionary,
1448,0,mood,Anxious,valence,0.29110878255132533,3.9759748840393097e-101,liwc,dictionary,True
1449,0,mood,Anxious,salience,0.0,,liwc,dictionary,
1450,1,mood,Anxious,valence,0.22565373930159838,3.9759748840393097e-101,liwc,dictionary,True
1451,1,mood,Anxious,salience,0.0,,liwc,dictionary,
1452,0,mood,Worried,valence,0.3308093555443379,8.968531509864946e-36,liwc,dictionary,True
1453,0,mood,Worried,salience,0.0,,liwc,dictionary,
1454,1,mood,Worried,valence,0.2680207399321664,8.968531509864946e-36,liwc,dictionary,True
1455,1,mood,Worried,salience,0.0,,liwc,dictionary,
1456,0,mood,Happy,valence,0.17209930754940045,0.7645189915766448,liwc,dictionary,False
1457,0,mood,Happy,salience,0.0,,liwc,dictionary,
1458,1,mood,Happy,valence,0.171052937214002,0.7645189915766448,liwc,dictionary,False
1459,1,mood,Happy,salience,0.0,,liwc,dictionary,
1460,0,mood,Annoyed,valence,0.2945551919071705,4.8528484911364924e-15,liwc,dictionary,True
1461,0,mood,Annoyed,salience,0.0,,liwc,dictionary,
1462,1,mood,Annoyed,valence,0.25942534462713834,4.8528484911364924e-15,liwc,dictionary,True
1463,1,mood,Annoyed,salience,0.0,,liwc,dictionary,
1464,0,mood,Excited,valence,0.21837617714431154,2.1949958290874264e-09,liwc,dictionary,True
1465,0,mood,Excited,salience,0.0,,liwc,dictionary,
1466,1,mood,Excited,valence,0.1846885813148789,2.1949958290874264e-09,liwc,dictionary,True
1467,1,mood,Excited,salience,0.0,,liwc,dictionary,
1468,0,mood,Angry,valence,0.22324055216112243,2.5681093002050724e-18,liwc,dictionary,True
1469,0,mood,Angry,salience,0.0,,liwc,dictionary,
1470,1,mood,Angry,valence,0.1789107522973885,2.5681093002050724e-18,liwc,dictionary,True
1471,1,mood,Angry,salience,0.0,,liwc,dictionary,
1472,0,sentiment,positive,valence,0.16587872559095582,,llama70,llm,
1473,0,sentiment,positive,salience,0.0,,llama70,llm,
1474,1,sentiment,positive,valence,0.13758116883116883,,llama70,llm,
1475,1,sentiment,positive,salience,0.0,,llama70,llm,
1476,0,sentiment,negative,valence,0.11343591668230438,,llama70,llm,
1477,0,sentiment,negative,salience,0.0,,llama70,llm,
1478,1,sentiment,negative,valence,0.0777365491651206,,llama70,llm,
1479,1,sentiment,negative,salience,0.0,,llama70,llm,
1480,0,emotion,Sadness,valence,0.14207650273224043,,llama70,llm,
1481,0,emotion,Sadness,salience,0.0,,llama70,llm,
1482,1,emotion,Sadness,valence,0.09672691744015632,,llama70,llm,
1483,1,emotion,Sadness,salience,0.0,,llama70,llm,
1484,0,emotion,Affection,valence,0.19263552676440504,,llama70,llm,
1485,0,emotion,Affection,salience,0.0,,llama70,llm,
1486,1,emotion,Affection,valence,0.16632722335369993,,llama70,llm,
1487,1,emotion,Affection,salience,0.0,,llama70,llm,
1488,0,emotion,Fear,valence,0.1384162990968284,,llama70,llm,
1489,0,emotion,Fear,salience,0.0,,llama70,llm,
1490,1,emotion,Fear,valence,0.1015932133250569,,llama70,llm,
1491,1,emotion,Fear,salience,0.0,,llama70,llm,
1492,0,emotion,Anger,valence,0.06797116374871266,,llama70,llm,
1493,0,emotion,Anger,salience,0.0,,llama70,llm,
1494,1,emotion,Anger,valence,0.038205128205128204,,llama70,llm,
1495,1,emotion,Anger,salience,0.0,,llama70,llm,
1496,0,emotion,Happiness,valence,0.12525879917184266,,llama70,llm,
1497,0,emotion,Happiness,salience,0.0,,llama70,llm,
1498,1,emotion,Happiness,valence,0.09485368314833502,,llama70,llm,
1499,1,emotion,Happiness,salience,0.0,,llama70,llm,
1500,0,mood,Sad,valence,0.1,,llama70,llm,
1501,0,mood,Sad,salience,0.0,,llama70,llm,
1502,1,mood,Sad,valence,0.04253308128544423,,llama70,llm,
1503,1,mood,Sad,salience,0.0,,llama70,llm,
1504,0,mood,Supportive,valence,0.2022132796780684,,llama70,llm,
1505,0,mood,Supportive,salience,0.0,,llama70,llm,
1506,1,mood,Supportive,valence,0.17959183673469387,,llama70,llm,
1507,1,mood,Supportive,salience,0.0,,llama70,llm,
1508,0,mood,Loving,valence,0.16959669079627715,,llama70,llm,
1509,0,mood,Loving,salience,0.0,,llama70,llm,
1510,1,mood,Loving,valence,0.13218970736629668,,llama70,llm,
1511,1,mood,Loving,salience,0.0,,llama70,llm,
1512,0,mood,Afraid,valence,0.08288482238966631,,llama70,llm,
1513,0,mood,Afraid,salience,0.0,,llama70,llm,
1514,1,mood,Afraid,valence,0.06349206349206349,,llama70,llm,
1515,1,mood,Afraid,salience,0.0,,llama70,llm,
1516,0,mood,Lonely,valence,0.18529707955689828,,llama70,llm,
1517,0,mood,Lonely,salience,0.0,,llama70,llm,
1518,1,mood,Lonely,valence,0.15470171890798787,,llama70,llm,
1519,1,mood,Lonely,salience,0.0,,llama70,llm,
1520,0,mood,Frustrated,valence,0.0703205791106515,,llama70,llm,
1521,0,mood,Frustrated,salience,0.0,,llama70,llm,
1522,1,mood,Frustrated,valence,0.04526748971193416,,llama70,llm,
1523,1,mood,Frustrated,salience,0.0,,llama70,llm,
1524,0,mood,Caring,valence,0.205761316872428,,llama70,llm,
1525,0,mood,Caring,salience,0.0,,llama70,llm,
1526,1,mood,Caring,valence,0.18769230769230769,,llama70,llm,
1527,1,mood,Caring,salience,0.0,,llama70,llm,
1528,0,mood,Nervous,valence,0.21227887617065558,,llama70,llm,
1529,0,mood,Nervous,salience,0.0,,llama70,llm,
1530,1,mood,Nervous,valence,0.14271047227926079,,llama70,llm,
1531,1,mood,Nervous,salience,0.0,,llama70,llm,
1532,0,mood,Furious,valence,0.0804953560371517,,llama70,llm,
1533,0,mood,Furious,salience,0.0,,llama70,llm,
1534,1,mood,Furious,valence,0.027950310559006212,,llama70,llm,
1535,1,mood,Furious,salience,0.0,,llama70,llm,
1536,0,mood,Stressed,valence,0.1037037037037037,,llama70,llm,
1537,0,mood,Stressed,salience,0.0,,llama70,llm,
1538,1,mood,Stressed,valence,0.07867494824016563,,llama70,llm,
1539,1,mood,Stressed,salience,0.0,,llama70,llm,
1540,0,mood,Anxious,valence,0.15151515151515152,,llama70,llm,
1541,0,mood,Anxious,salience,0.0,,llama70,llm,
1542,1,mood,Anxious,valence,0.10747185261003071,,llama70,llm,
1543,1,mood,Anxious,salience,0.0,,llama70,llm,
1544,0,mood,Worried,valence,0.1393188854489164,,llama70,llm,
1545,0,mood,Worried,salience,0.0,,llama70,llm,
1546,1,mood,Worried,valence,0.11431513903192585,,llama70,llm,
1547,1,mood,Worried,salience,0.0,,llama70,llm,
1548,0,mood,Happy,valence,0.10640495867768596,,llama70,llm,
1549,0,mood,Happy,salience,0.0,,llama70,llm,
1550,1,mood,Happy,valence,0.08181818181818182,,llama70,llm,
1551,1,mood,Happy,salience,0.0,,llama70,llm,
1552,0,mood,Annoyed,valence,0.06889564336372847,,llama70,llm,
1553,0,mood,Annoyed,salience,0.0,,llama70,llm,
1554,1,mood,Annoyed,valence,0.05482233502538071,,llama70,llm,
1555,1,mood,Annoyed,salience,0.0,,llama70,llm,
1556,0,mood,Excited,valence,0.1441908713692946,,llama70,llm,
1557,0,mood,Excited,salience,0.0,,llama70,llm,
1558,1,mood,Excited,valence,0.10786290322580645,,llama70,llm,
1559,1,mood,Excited,salience,0.0,,llama70,llm,
1560,0,mood,Angry,valence,0.05202913631633715,,llama70,llm,
1561,0,mood,Angry,salience,0.0,,llama70,llm,
1562,1,mood,Angry,valence,0.02456499488229273,,llama70,llm,
1563,1,mood,Angry,salience,0.0,,llama70,llm,
